product_code,product_name,color,line_name,group_code,group_name,so_don,tong_sl,tong_dt,gia_min,gia_max,gia_tb,so_dai_ly,so_tinh,dt_per_don,rank,cumulative_pct,abc
000226003015000,Xe đạp Thống Nhất LD 24-01_2023 Café/nâu,Café/nâu,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,139,358.0,530851824.0,1200000.0,2592592.59,1488869.0855319148,95,37,3819078.0,27,59.82,A
000131002008001,Xe đạp Thống Nhất GN 06 20 2024 Ghi,Ghi,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,205,440.0,526713455.0,1150000.0,1842593.0,1206788.7846889952,150,37,2569334.0,28,60.78,A
000226003014000,Xe đạp Thống Nhất LD 24-01_2023 Xanh Santorini,Xanh Santorini,Xe LD 24-01_2023,CITYBIKE_P,Xe phổ thông,157,358.0,506745338.0,1200000.0,2037037.0,1456665.397515528,113,29,3227677.0,29,61.7,A
1000310050010000,Xe đạp Thống Nhất Road RPD 700C Đen,Đen,Xe Road RPD 700C,SPORTBIKE_A,Xe thể thao nhôm,61,178.0,501888337.0,2150000.0,3486388.89,2614162.104262295,33,16,8227678.0,30,62.62,A
1000300050200000,Xe đạp Thống Nhất MTB SPD 27.5 (xanh da trời),trời,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,60,166.0,488659169.0,2150000.0,3486388.89,2653226.8430000003,35,16,8144319.0,31,63.51,A
1000240020090000,Xe đạp Thống Nhất TE Bunny 16 Hồng,Hồng,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,203,625.0,485622223.0,500000.0,1472222.22,795314.3555238096,142,35,2392228.0,32,64.4,A
000216002007000,Xe đạp Thống Nhất GN 06-24 Coban,Coban,Xe GN 06-24,CITYBIKE_P,Xe phổ thông,25,325.0,483900907.0,1100000.0,2120370.37,1358845.7553571428,20,11,19356036.0,33,65.28,A
000305002022000,Xe đạp Thống Nhất MTB 20-05 Xanh dương,Xanh dương,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,76,342.0,481958334.0,1050000.0,1800000.0,1087609.6492105264,55,23,6341557.0,34,66.16,A
000224002009000,Xe đạp Thống Nhất New 24 Hồng,Hồng,Xe New 24,CITYBIKE_P,Xe phổ thông,160,358.0,461487169.0,1130000.0,1568888.89,1295140.4499382714,129,31,2884295.0,35,67.01,A
1000270020220000,Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương,Xanh dương,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,195,577.0,454386429.0,500000.0,1472222.0,783967.4248039216,138,31,2330187.0,36,67.84,A
000334002013000,Xe đạp Thống Nhất Super 20 Xanh,Xanh,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,88,264.0,452090245.0,1210000.0,1960648.15,1602732.3505681818,48,19,5137389.0,37,68.66,A
000230002002000,Xe đạp Thống Nhất LD 26 Trắng,Trắng,Xe LD 26,CITYBIKE_P,Xe phổ thông,110,243.0,433796953.0,1280000.0,2131759.0,1807263.8205128205,88,24,3943609.0,38,69.46,A
000225002004000,Xe đạp Thống Nhất New 26 Đỏ tươi,Đỏ tươi,Xe New 26,CITYBIKE_P,Xe phổ thông,102,283.0,428189253.0,1180000.0,2490740.74,1440655.3783333334,88,28,4197934.0,39,70.24,B
000217002001000,Xe đạp Thống Nhất GN 06-26 Đen,Đen,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,132,321.0,426110141.0,1150000.0,2268519.0,1340795.869477612,98,23,3228107.0,40,71.02,B
000125002002000,Xe đạp Thống Nhất Puppy 20 Trắng,Trắng,Xe Puppy 20,KIDBIKE_1,Xe trẻ em nhóm 1,174,354.0,418126327.0,1050000.0,2027778.0,1203110.9225142857,122,38,2403025.0,41,71.78,B
000330002001000,Xe đạp Thống Nhất MTB 24-03 Đen,Đen,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,145,339.0,413084716.0,1200000.0,1618981.48,1220088.1367123288,102,30,2848860.0,42,72.53,B
000208002003000,Xe đạp Thống Nhất 219-24 Đỏ đun,Đỏ đun,Xe 219-24,CITYBIKE_P,Xe phổ thông,60,280.0,394773111.0,1100000.0,2175926.0,1360707.7093548388,48,13,6579552.0,43,73.26,B
000209002003000,Xe đạp Thống Nhất 219-26 Đỏ đun,Đỏ đun,Xe 219-26,CITYBIKE_P,Xe phổ thông,92,288.0,380212439.0,1150000.0,2212962.96,1308003.1378723404,81,27,4132744.0,44,73.95,B
000215004000000,Xe đạp Thống Nhất GN 05-27,05-27,Xe GN 05-27,CITYBIKE_P,Xe phổ thông,81,248.0,360359486.0,1280000.0,2453704.0,1512277.291707317,57,20,4448883.0,45,74.61,B
000330002002200,Xe đạp Thống Nhất MTB 24-03 Xanh dương,Xanh dương,Xe MTB 24-03,CITYBIKE_P,Xe phổ thông,134,261.0,355948424.0,1200000.0,2490740.74,1320800.162164179,93,28,2656332.0,46,75.26,B
000331002004000,Xe đạp Thống Nhất MTB 26-02 Đỏ tươi,Đỏ tươi,Xe MTB 26 02,CITYBIKE_P,Xe phổ thông,127,224.0,353143755.0,1250000.0,2768519.0,1553425.7404724408,97,25,2780659.0,47,75.9,B
000401002016002,"Xe đạp Thống Nhất Nữ Truyền thống Lốp 2 màu, Ngọc",Ngọc,Xe Nữ,CITYBIKE_P,Xe phổ thông,37,235.0,345344373.0,1300000.0,1544444.0,1442592.2907692308,34,11,9333632.0,48,76.53,B
1000270020150000,Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu,Café/nâu,Xe Spaceboy 16,KIDBIKE_2,Xe trẻ em nhóm 2,132,383.0,327595442.0,500000.0,1148333.0,842152.9145864662,89,28,2481784.0,49,77.13,B
000209002007000,Xe đạp Thống Nhất 219-26 Coban,Coban,Xe 219-26,CITYBIKE_P,Xe phổ thông,79,211.0,319725888.0,1150000.0,2268518.5,1398559.449382716,70,21,4047163.0,50,77.72,B
000224002024000,Xe đạp Thống Nhất New 24 Tím,Tím,Xe New 24,CITYBIKE_P,Xe phổ thông,109,236.0,318513650.0,1130000.0,1846574.0,1366603.5892857143,92,28,2922144.0,51,78.3,B
000225002009000,Xe đạp Thống Nhất New 26 Hồng,Hồng,Xe New 26,CITYBIKE_P,Xe phổ thông,104,229.0,313868882.0,1180000.0,2490741.0,1391420.9084615384,96,29,3017970.0,52,78.87,B
000131002004005,Xe đạp Thống Nhất GN 06 20 2024 Đỏ,Đỏ,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,141,258.0,305581626.0,1050000.0,1418796.0,1197674.504893617,108,31,2167246.0,53,79.43,B
000131002019002,Xe đạp Thống Nhất GN 06 20 2024 Vàng,Vàng,Xe GN 06 20 2024,KIDBIKE_1,Xe trẻ em nhóm 1,142,250.0,297616254.0,1050000.0,1418796.0,1200176.7172413792,112,33,2095889.0,54,79.97,B
000225002024000,Xe đạp Thống Nhất New 26 Tím,Tím,Xe New 26,CITYBIKE_P,Xe phổ thông,100,217.0,295741476.0,1180000.0,1630000.0,1375989.79,85,29,2957415.0,55,80.51,B
000335002013000,Xe đạp Thống Nhất Super 24 Xanh,Xanh,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,85,202.0,290653504.0,1200000.0,2488240.74,1510474.8409411765,65,18,3419453.0,56,81.04,B
1000230020090000,Xe đạp Thống Nhất TE Bunny 12 Hồng,Hồng,Xe Bunny 12,KIDBIKE_2,Xe trẻ em nhóm 2,125,406.0,286913076.0,470000.0,1379630.0,718558.7096923077,94,25,2295305.0,57,81.57,B
1000260020220000,Xe đạp Thống Nhất TE Spaceboy 12 Xanh dương,Xanh dương,Xe Spaceboy 12,KIDBIKE_2,Xe trẻ em nhóm 2,102,373.0,280669161.0,470000.0,1062314.81,702840.1327619047,69,20,2751658.0,58,82.08,B
000217002007000,Xe đạp Thống Nhất GN 06-26 Coban,Coban,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,93,196.0,271683764.0,1150000.0,2268519.0,1374571.37,75,19,2921331.0,59,82.58,B
000230002014000,Xe đạp Thống Nhất LD 26 Xanh Santorini,Xanh Santorini,Xe LD 26,CITYBIKE_P,Xe phổ thông,76,150.0,265837635.0,1280000.0,2768519.0,1798214.6075949366,53,16,3497864.0,60,83.06,B
000208002007000,Xe đạp Thống Nhất 219-24 Coban,Coban,Xe 219-24,CITYBIKE_P,Xe phổ thông,35,184.0,262572209.0,1100000.0,2120370.37,1329641.3566666667,30,9,7502063.0,61,83.54,B
000224002004000,Xe đạp Thống Nhất New 24 Đỏ tươi,Đỏ tươi,Xe New 24,CITYBIKE_P,Xe phổ thông,79,182.0,261500720.0,1130000.0,2398148.15,1350078.3375949368,67,27,3310136.0,62,84.02,B
000218002007000,Xe đạp Thống Nhất GN 06-27 Coban,Coban,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,40,161.0,257756008.0,1180000.0,2361111.0,1482147.0857142857,34,17,6443900.0,63,84.49,B
000216002001000,Xe đạp Thống Nhất GN 06-24 Đen,Đen,Xe GN 06-24,CITYBIKE_P,Xe phổ thông,38,186.0,256620357.0,1100000.0,1523148.1,1285327.498974359,32,17,6753167.0,64,84.96,B
000208002023000,Xe đạp Thống Nhất 219-24 Xanh Tím,Xanh Tím,Xe 219-24,CITYBIKE_P,Xe phổ thông,74,191.0,251803675.0,1100000.0,2175926.0,1316459.3786842106,57,15,3402752.0,65,85.42,B
1000310050080000,Xe đạp Thống Nhất Road RPD 700C Ghi,Ghi,Xe Road RPD 700C,SPORTBIKE_A,Xe thể thao nhôm,46,105.0,248844060.0,1600000.0,2960555.0,2330610.6170212766,36,18,5409653.0,66,85.88,B
000122002009000,Xe đạp Thống Nhất Neo 20-02 Hồng,Hồng,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,44,229.0,248198319.0,1050000.0,1310555.0,1084148.8723404256,33,16,5640871.0,67,86.33,B
1000300050010000,Xe đạp Thống Nhất MTB SPD 27.5 ( Đen),Đen,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,58,107.0,247494445.0,2150000.0,4527778.0,2245665.7127586207,46,20,4267146.0,68,86.78,B
000217003005000,Xe đạp Thống Nhất GN 06-26 2.0 Cam,Cam,Xe GN 06-26 2.0,CITYBIKE_P,Xe phổ thông,84,151.0,238478552.0,1250000.0,2453703.7,1544288.310352941,70,26,2839030.0,69,87.22,B
000305002001000,Xe đạp Thống Nhất MTB 20-05 Đen,Đen,Xe MTB 20-05,KIDBIKE_1,Xe trẻ em nhóm 1,83,214.0,227133329.0,1050000.0,1354166.67,1064658.6104819276,63,25,2736546.0,70,87.63,B
000217002003000,Xe đạp Thống Nhất GN 06-26 Đỏ đun,Đỏ đun,Xe GN 06-26,CITYBIKE_P,Xe phổ thông,50,139.0,211300929.0,1150000.0,2212962.96,1308823.96,44,15,4226019.0,71,88.02,B
000231003002000,Xe đạp Thống Nhất M2601 Trắng,Trắng,Xe M2601,SPORTBIKE_S,Xe thể thao thép,21,84.0,204113606.0,1200000.0,3472222.0,2796283.0561904768,4,3,9719696.0,72,88.39,B
000329002004001,Xe đạp Thống Nhất MTB 26-07 Tem đỏ,Tem đỏ,Xe MTB 26-07,SPORTBIKE_S,Xe thể thao thép,1,78.0,202222222.0,2592592.59,2592592.59,2592592.59,1,1,202222222.0,73,88.76,B
000329002005000,Xe đạp Thống Nhất MTB 26-07 Tem cam,Tem cam,Xe MTB 26-07,SPORTBIKE_S,Xe thể thao thép,1,77.0,199629629.0,2592592.59,2592592.59,2592592.59,1,1,199629629.0,74,89.12,B
000333002001000,Xe đạp Thống Nhất Super 26 đen,đen,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,69,150.0,195981018.0,1300000.0,2281018.0,1314217.652173913,56,26,2840305.0,75,89.48,B
000334002001000,Xe đạp Thống Nhất Super 20 Đen,Đen,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,70,140.0,192771629.0,1210000.0,1666666.0,1425163.971830986,54,21,2753880.0,76,89.83,B
000216003005000,Xe đạp Thống Nhất GN 06-24 2.0 Cam,Cam,Xe GN 06-24 2.0,CITYBIKE_P,Xe phổ thông,80,134.0,188916626.0,1200000.0,1544444.0,1404595.037037037,67,24,2361458.0,77,90.18,C
1000210020090000,Xe đạp Thống Nhất TE Love 12 Hồng,Hồng,Xe Love 12,KIDBIKE_2,Xe trẻ em nhóm 2,64,201.0,185495352.0,470000.0,1076111.0,885731.90953125,28,13,2898365.0,78,90.52,C
100029005001000,Xe đạp Thống Nhất Touring Blade 700C Đen,Đen,Xe Touring Blade 700C,SPORTBIKE_A,Xe thể thao nhôm,36,57.0,184335181.0,3222643.0,3544907.0,3231594.788888889,29,14,5120422.0,79,90.85,C
100029005020000,Xe đạp Thống Nhất Touring Blade 700C Xanh,Xanh,Xe Touring Blade 700C,SPORTBIKE_A,Xe thể thao nhôm,30,48.0,161702312.0,3222643.0,5453703.7,3307753.8366666664,24,12,5390077.0,80,91.15,C
000335002004000,Xe đạp Thống Nhất Super 24 Đỏ,Đỏ,Xe Super 24,SPORTBIKE_S,Xe thể thao thép,64,107.0,160701006.0,1200000.0,2118888.0,1560085.21875,61,18,2510953.0,81,91.44,C
000333002022000,Xe đạp Thống Nhất Super 26 xanh,xanh,Xe Super 26,SPORTBIKE_S,Xe thể thao thép,64,119.0,160120740.0,1300000.0,3509259.26,1384699.070625,53,22,2501887.0,82,91.74,C
000218002001000,Xe đạp Thống Nhất GN 06-27 Đen,Đen,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,35,121.0,158200826.0,1180000.0,2305555.56,1359944.3177142856,31,16,4520024.0,83,92.03,C
000334002004000,Xe đạp Thống Nhất Super 20 Đỏ,Đỏ,Xe TE Super 20,KIDBIKE_1,Xe trẻ em nhóm 1,62,119.0,157993867.0,1210000.0,1666666.0,1355295.4677419355,50,19,2548288.0,84,92.31,C
1000300050080000,Xe đạp Thống Nhất MTB SPD 27.5 ( Ghi),Ghi,Xe MTB SPD 27.5,SPORTBIKE_A,Xe thể thao nhôm,44,69.0,157861112.0,2150000.0,4527778.0,2202839.511111111,31,14,3587753.0,85,92.6,C
1000250020050000,Xe đạp Thống Nhất TE Robot 16 Cam,Cam,Xe Robot 16,KIDBIKE_2,Xe trẻ em nhóm 2,83,173.0,153469687.0,500000.0,1133611.11,844049.2338554217,46,19,1849032.0,86,92.88,C
000217004022000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Xanh dương,Xanh dương,Xe GN 06-26 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,18,82.0,150564907.0,1300000.0,2488240.74,2026147.118888889,7,4,8364717.0,87,93.16,C
000218003008000,Xe đạp Thống Nhất GN 06-27 2.0 Ghi,Ghi,Xe GN 06-27 2.0,CITYBIKE_P,Xe phổ thông,44,117.0,150251388.0,1270000.0,2546296.3,1307758.825,35,17,3414804.0,88,93.43,C
1000240020220000,Xe đạp Thống Nhất TE Bunny 16 Xanh dương,Xanh dương,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,80,192.0,149086883.0,500000.0,1472222.22,816436.5088888889,55,22,1863586.0,89,93.7,C
1000220020220000,Xe đạp Thống Nhất TE Love 16 Xanh dương,Xanh dương,Xe Love 16,KIDBIKE_2,Xe trẻ em nhóm 2,45,142.0,143550264.0,500000.0,1133611.11,966080.1426666667,16,11,3190006.0,90,93.97,C
000122002004000,Xe đạp Thống Nhất Neo 20-02 Đỏ tươi,Đỏ tươi,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,21,121.0,141080553.0,1050000.0,1419444.44,1090872.9733333334,16,10,6718122.0,91,94.22,C
1000250020220000,Xe đạp Thống Nhất TE Robot 16 Xanh dương,Xanh dương,Xe Robot 16,KIDBIKE_2,Xe trẻ em nhóm 2,80,173.0,130661333.0,500000.0,1133611.11,757407.0081481482,59,25,1633267.0,92,94.46,C
1000310050200000,Xe đạp Thống Nhất Road RPD 700C Xanh da trời,trời,Xe Road RPD 700C,SPORTBIKE_A,Xe thể thao nhôm,17,41.0,115398719.0,2150000.0,3486388.89,2881974.8694117647,16,9,6788160.0,93,94.67,C
000324000180000,Xe đạp Thống Nhất MTB 26-05_2023 Đen mờ,mờ,Xe MTB 26-05_2023,SPORTBIKE_S,Xe thể thao thép,35,70.0,110216378.0,1300000.0,2909722.0,1613142.6857142858,27,13,3149039.0,94,94.88,C
000231003022000,Xe đạp Thống Nhất M2601 Xanh dương,Xanh dương,Xe M2601,SPORTBIKE_S,Xe thể thao thép,17,41.0,102376943.0,1200000.0,3694444.44,1770637.2411764706,16,9,6022173.0,95,95.06,C
000122002007000,Xe đạp Thống Nhất Neo 20-02 Coban,Coban,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,23,94.0,100105553.0,1050000.0,1111111.0,1075462.9166666667,17,9,4352415.0,96,95.25,C
1000350050220000,"Xe đạp Thống Nhất MTB Cyper 2024 27.5""  Ghi",Ghi,Xe MTB Cyber 27.5 2024,SPORTBIKE_A,Xe thể thao nhôm,23,31.0,94480656.0,3003787.0,4066666.67,3063059.1160869566,20,8,4107855.0,97,95.42,C
000218003001000,Xe đạp Thống Nhất GN 06-27 2.0 Đen,Đen,Xe GN 06-27 2.0,CITYBIKE_P,Xe phổ thông,30,70.0,89285092.0,1270000.0,1655092.0,1282836.4,28,13,2976170.0,98,95.58,C
000217004008000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Ghi,Ghi,Xe GN 06-26 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,9,51.0,86927870.0,1300000.0,3231481.0,2062664.4977777777,6,5,9658652.0,99,95.74,C
000413002001000,Xe đạp Thống Nhất Highway 27.5 Đen bóng,bóng,Xe Highway 27.5,SPORTBIKE_S,Xe thể thao thép,30,45.0,85821943.0,1450000.0,4157407.0,2050398.1,26,9,2860731.0,100,95.9,C
000324000100000,Xe đạp Thống Nhất MTB 26-05_2023 Xanh rêu,rêu,Xe MTB 26-05_2023,SPORTBIKE_S,Xe thể thao thép,23,53.0,84405084.0,1300000.0,2909722.0,1759653.5217391304,21,8,3669786.0,101,96.05,C
000413002022000,Xe đạp Thống Nhất Highway 27.5 Xanh dương,Xanh dương,Xe Highway 27.5,SPORTBIKE_S,Xe thể thao thép,28,42.0,81416572.0,1450000.0,4157407.0,2091306.1360714287,24,10,2907735.0,102,96.2,C
1000220020090000,Xe đạp Thống Nhất TE Love 16 Hồng,Hồng,Xe Love 16,KIDBIKE_2,Xe trẻ em nhóm 2,42,105.0,75418028.0,500000.0,1133611.11,749166.4257142858,31,17,1795667.0,103,96.34,C
000227002014000,Xe đạp Thống Nhất LD 24-02 Xanh Santorini,Xanh Santorini,Xe LD 24-02,CITYBIKE_P,Xe phổ thông,13,39.0,71369813.0,1200000.0,1846574.07,1796837.6030769232,3,3,5489986.0,104,96.47,C
000218002003000,Xe đạp Thống Nhất GN 06-27 Đỏ đun,Đỏ đun,Xe GN 06-27,CITYBIKE_P,Xe phổ thông,15,58.0,71226385.0,1180000.0,1544444.0,1319018.3333333333,13,6,4748426.0,105,96.6,C
000117002023000,Xe đạp thống nhất TE Bunny 16 Kem,Kem,Xe Bunny 16,KIDBIKE_2,Xe trẻ em nhóm 2,52,96.0,70014403.0,500000.0,957777.0,780051.8867924528,46,16,1346431.0,106,96.73,C
000225002007001,Xe đạp Thống Nhất New 26 Xanh DA HP,HP,Xe New 26,CITYBIKE_P,Xe phổ thông,1,38.0,68611111.0,1805555.55,1805555.55,1805555.55,1,1,68611111.0,107,96.85,C
000225002002001,Xe đạp Thống Nhất New 26 Trắng DA HP,HP,Xe New 26,CITYBIKE_P,Xe phổ thông,1,38.0,68611111.0,1805555.55,1805555.55,1805555.55,1,1,68611111.0,108,96.98,C
000124002009000,Xe đạp Thống Nhất Neo 2004 Hồng,Hồng,Xe Neo 2004,KIDBIKE_1,Xe trẻ em nhóm 1,22,51.0,68089712.0,1050000.0,1775277.78,1211376.744347826,17,10,3094987.0,109,97.1,C
000217004005000,Xe đạp Thống Nhất GN 06-26 2.0 Pro Cam,Cam,Xe GN 06-26 2.0 Pro,SPORTBIKE_S,Xe thể thao thép,7,45.0,67255278.0,1300000.0,2488240.74,1753849.2057142858,4,3,9607897.0,110,97.22,C
000225002015001,Xe đạp Thống Nhất New 26 Café/nâu DA HP,HP,Xe New 26,CITYBIKE_P,Xe phổ thông,1,37.0,66805555.0,1805555.55,1805555.55,1805555.55,1,1,66805555.0,111,97.35,C
000225002004001,Xe đạp Thống Nhất New 26 màu đỏ DA HP,HP,Xe New 26,CITYBIKE_P,Xe phổ thông,1,37.0,66805555.0,1805555.55,1805555.55,1805555.55,1,1,66805555.0,112,97.47,C
000231003002001,Xe đạp Thống Nhất M2601 Shimano Trắng (tem tím),tím,Xe M2601 Shimano,SPORTBIKE_S,Xe thể thao thép,14,25.0,66462500.0,2658500.0,2658500.0,2658500.0,13,6,4747321.0,113,97.59,C
000218003005000,Xe đạp Thống Nhất GN 06-27 2.0 Cam,Cam,Xe GN 06-27 2.0,CITYBIKE_P,Xe phổ thông,12,52.0,66425092.0,1270000.0,1655092.0,1302091.0,9,4,5535424.0,114,97.71,C
000122002002000,Xe đạp Thống Nhất Neo 20-02 Trắng,Trắng,Xe Neo 20-02,KIDBIKE_1,Xe trẻ em nhóm 1,9,61.0,64050000.0,1050000.0,1050000.0,1050000.0,6,5,7116667.0,115,97.83,C
