"so_number","order_date","fiscal_year","fiscal_month","fiscal_quarter","customer_code","customer_name","province_name","region","product_code","product_name","color","line_name","group_code","group_name","quantity","unit_price","line_total"
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000217003001000","Xe đạp Thống Nhất GN 06-26 2.0 Đen","Đen","Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông",1.0,1591666.0,1591666.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000217003008000","Xe đạp Thống Nhất GN 06-26 2.0 Ghi","Ghi","Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông",3.0,1591666.0,4774998.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000217003005000","Xe đạp Thống Nhất GN 06-26 2.0 Cam","Cam","Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông",1.0,1591666.0,1591666.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000216003001000","Xe đạp Thống Nhất GN 06-24 2.0 Đen","Đen","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",2.0,1530555.0,3061110.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","1040010000080000","","","","","",1.0,1326851.0,1326851.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000337002001000","Xe đạp Thống Nhất SK 24 đen","đen","","","",1.0,1622222.0,1622222.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000125002009000","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",2.0,1310555.0,2621110.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000331002001000","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","",1.0,1799444.0,1799444.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","1000270020150000","Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu","Café/nâu","Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2",1.0,943888.0,943888.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","1000270020220000","Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương","Xanh dương","Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2",3.0,943888.0,2831664.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","1030010000080000","","","","","",2.0,1262037.0,2524074.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","1040010000080000","","","","","",5.0,1326851.0,6634255.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000105002004000","Xe đạp Thống Nhất Batwheels 12 Đỏ","Đỏ","","","",2.0,1132407.0,2264814.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000105002013000","Xe đạp Thống Nhất Batwheels 12 Xanh","Xanh","","","",2.0,1132407.0,2264814.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000106002001000","Xe đạp Thống Nhất Batwheels 16 Đen","Đen","","","",2.0,1262037.0,2524074.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000106002013000","Xe đạp Thống Nhất Batwheels 16 Xanh","Xanh","","","",2.0,1262037.0,2524074.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000124002009000","Xe đạp Thống Nhất Neo 2004 Hồng","Hồng","Xe Neo 2004","KIDBIKE_1","Xe trẻ em nhóm 1",2.0,1111111.0,2222222.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000124002004000","Xe đạp Thống Nhất Neo 2004 Đỏ tươi","Đỏ tươi","Xe Neo 2004","KIDBIKE_1","Xe trẻ em nhóm 1",1.0,1111111.0,1111111.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000336002001000","Xe đạp Thống Nhất SK 20 đen","đen","","","",2.0,1377777.0,2755554.0
"BH26.0939","2026-03-01",2026,3,1,"KH-00415","DOANH NGHIỆP TW KHẢI HOÀN","Thanh Hóa","Miền Trung","000336002022000","Xe đạp Thống Nhất SK 20 xanh","xanh","","","",1.0,1377777.0,1377777.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000217003008000","Xe đạp Thống Nhất GN 06-26 2.0 Ghi","Ghi","Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông",1.0,1591666.0,1591666.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000216003008000","Xe đạp Thống Nhất GN 06-24 2.0 Ghi","Ghi","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",1.0,1530555.0,1530555.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000216003001000","Xe đạp Thống Nhất GN 06-24 2.0 Đen","Đen","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",1.0,1530555.0,1530555.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000331002001000","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","",1.0,1799444.0,1799444.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000337002008000","Xe đạp Thống Nhất SK 24 ghi","ghi","","","",1.0,1622222.0,1622222.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000337002001000","Xe đạp Thống Nhất SK 24 đen","đen","","","",1.0,1622222.0,1622222.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000132002022001","","","","","",1.0,1310555.0,1310555.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000336002001000","Xe đạp Thống Nhất SK 20 đen","đen","","","",1.0,1377777.0,1377777.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000336002022000","Xe đạp Thống Nhất SK 20 xanh","xanh","","","",1.0,1377777.0,1377777.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","1000240020090000","Xe đạp Thống Nhất TE Bunny 16 Hồng","Hồng","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",2.0,943888.0,1887776.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","1000270020150000","Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu","Café/nâu","Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2",2.0,943888.0,1887776.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","1000270020220000","Xe đạp Thống Nhất TE Spaceboy 16 Xanh dương","Xanh dương","Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2",2.0,943888.0,1887776.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","1000210020090000","Xe đạp Thống Nhất TE Love 12 Hồng","Hồng","Xe Love 12","KIDBIKE_2","Xe trẻ em nhóm 2",1.0,882777.0,882777.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000102002023000","Xe đạp Thống Nhất We Bare Bears 12 Kem","Kem","","","",1.0,1132407.0,1132407.0
"BH26.0940","2026-03-01",2026,3,1,"KH-00450","HỘ KINH DOANH QUANG VINH","Thanh Hoá","Miền Trung","000102002009000","Xe đạp Thống Nhất We Bare Bears 12 Hồng","Hồng","","","",1.0,1132407.0,1132407.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","1000240020090000","Xe đạp Thống Nhất TE Bunny 16 Hồng","Hồng","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",1.0,943888.0,943888.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","1000240020220000","Xe đạp Thống Nhất TE Bunny 16 Xanh dương","Xanh dương","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",1.0,943888.0,943888.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","000230002023000","Xe đạp Thống Nhất LD 26 Kem","Kem","Xe LD 26","CITYBIKE_P","Xe phổ thông",4.0,1799444.0,7197776.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","000230002013000","Xe đạp Thống Nhất LD 26 Pastel Xanh","Pastel Xanh","","","",3.0,1799444.0,5398332.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","000230002009000","Xe đạp Thống Nhất LD 26 Pastel Hồng","Hồng","","","",3.0,1799444.0,5398332.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","1000240020220000","Xe đạp Thống Nhất TE Bunny 16 Xanh dương","Xanh dương","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",3.0,943888.0,2831664.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","1000240020090000","Xe đạp Thống Nhất TE Bunny 16 Hồng","Hồng","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",2.0,943888.0,1887776.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","000231002023000","Xe đạp Thống Nhất LD 26 We Bare Bears Kem","Kem","","","",1.0,2172222.0,2172222.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","000336002022000","Xe đạp Thống Nhất SK 20 xanh","xanh","","","",1.0,1377777.0,1377777.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","000225002015000","Xe đạp Thống Nhất New 26 Café/nâu","Café/nâu","Xe New 26","CITYBIKE_P","Xe phổ thông",2.0,1616111.0,3232222.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","000225002023000","Xe đạp Thống Nhất New 26 Kem","Kem","Xe New 26","CITYBIKE_P","Xe phổ thông",1.0,1616111.0,1616111.0
"BH26.0941","2026-03-01",2026,3,1,"KH-00395","HỘ KINH DOANH TÂY BẮC","Bắc Ninh","Miền Bắc","000224002023000","Xe đạp Thống Nhất New 24 Kem","Kem","Xe New 24","CITYBIKE_P","Xe phổ thông",2.0,1555000.0,3110000.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000230002009000","Xe đạp Thống Nhất LD 26 Pastel Hồng","Hồng","","","",5.0,1799444.0,8997220.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000230002023000","Xe đạp Thống Nhất LD 26 Kem","Kem","Xe LD 26","CITYBIKE_P","Xe phổ thông",7.0,1799444.0,12596108.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000336002004000","Xe đạp Thống Nhất SK 20 đỏ","đỏ","","","",7.0,1377777.0,9644439.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000219002022000","Xe đạp Thống Nhất GN 2.0 700C Xanh","Xanh","","","",4.0,1744444.0,6977776.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000225002015000","Xe đạp Thống Nhất New 26 Café/nâu","Café/nâu","Xe New 26","CITYBIKE_P","Xe phổ thông",8.0,1616111.0,12928888.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000225002023000","Xe đạp Thống Nhất New 26 Kem","Kem","Xe New 26","CITYBIKE_P","Xe phổ thông",5.0,1616111.0,8080555.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000232003008000","Xe đạp Thống Nhất MS 27.5 Ghi","Ghi","","","",7.0,2233333.0,15633331.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000331002022000","Xe đạp Thống Nhất MTB 26-02 Xanh dương","Xanh dương","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",7.0,1799444.0,12596108.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","1000270020150000","Xe đạp Thống Nhất TE Spaceboy 16 Café/nâu","Café/nâu","Xe Spaceboy 16","KIDBIKE_2","Xe trẻ em nhóm 2",2.0,943888.0,1887776.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000216003001000","Xe đạp Thống Nhất GN 06-24 2.0 Đen","Đen","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",5.0,1530555.0,7652775.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000216003008000","Xe đạp Thống Nhất GN 06-24 2.0 Ghi","Ghi","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",2.0,1530555.0,3061110.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000217003001000","Xe đạp Thống Nhất GN 06-26 2.0 Đen","Đen","Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông",3.0,1591666.0,4774998.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000333002001002","Xe đạp Thống Nhất Super 26 S đen","đen","","","",3.0,2294444.0,6883332.0
"BH26.0942","2026-03-01",2026,3,1,"KH-00076","CỬA HÀNG XE ĐẠP ĐẠI LỢI","Bắc Giang","Miền Bắc","000333002008000","Xe đạp Thống Nhất Super 26 S ghi","ghi","","","",2.0,2294444.0,4588888.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000230002002000","Xe đạp Thống Nhất LD 26 Trắng","Trắng","Xe LD 26","CITYBIKE_P","Xe phổ thông",1.0,1799444.0,1799444.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000337002001000","Xe đạp Thống Nhất SK 24 đen","đen","","","",1.0,1622222.0,1622222.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000337002008000","Xe đạp Thống Nhất SK 24 ghi","ghi","","","",3.0,1622222.0,4866666.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000106002001000","Xe đạp Thống Nhất Batwheels 16 Đen","Đen","","","",1.0,1262037.0,1262037.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000106002013000","Xe đạp Thống Nhất Batwheels 16 Xanh","Xanh","","","",1.0,1262037.0,1262037.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000336002022000","Xe đạp Thống Nhất SK 20 xanh","xanh","","","",3.0,1377777.0,4133331.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000224002002000","Xe đạp Thống Nhất New 24 Trắng","Trắng","Xe New 24","CITYBIKE_P","Xe phổ thông",2.0,1555000.0,3110000.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000216003001000","Xe đạp Thống Nhất GN 06-24 2.0 Đen","Đen","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",2.0,1530555.0,3061110.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000219002012000","Xe đạp Thống Nhất GN 2.0 700C Ghi","Ghi","","","",1.0,1744444.0,1744444.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000219002023000","Xe đạp Thống Nhất GN 2.0 700C Kem","Kem","","","",1.0,1744444.0,1744444.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000125002009000","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",1.0,1310555.0,1310555.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000226003002000","Xe đạp Thống Nhất LD 24-01_2023 Trắng","Trắng","Xe LD 24-01_2023","CITYBIKE_P","Xe phổ thông",1.0,1683333.0,1683333.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000230002013000","Xe đạp Thống Nhất LD 26 Pastel Xanh","Pastel Xanh","","","",1.0,1799444.0,1799444.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","1060010000200000","","","","","",2.0,1326851.0,2653702.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","1040010000080000","","","","","",1.0,1326851.0,1326851.0
"BH26.0943","2026-03-01",2026,3,1,"KH-00569","CÔNG TY TNHH VẠN LỢI","TP Huế","Miền Bắc","000125002002000","Xe đạp Thống Nhất Puppy 20 Trắng","Trắng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",1.0,1310555.0,1310555.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000224002026000","Xe đạp Thống Nhất New 24 Xanh mint","Xanh mint","Xe New 24","CITYBIKE_P","Xe phổ thông",3.0,1555000.0,4665000.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000224002002000","Xe đạp Thống Nhất New 24 Trắng","Trắng","Xe New 24","CITYBIKE_P","Xe phổ thông",3.0,1555000.0,4665000.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000217003005000","Xe đạp Thống Nhất GN 06-26 2.0 Cam","Cam","Xe GN 06-26 2.0","CITYBIKE_P","Xe phổ thông",2.0,1591666.0,3183332.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000225002025000","Xe đạp Thống Nhất New 26 Xanh mint","Xanh mint","Xe New 26","CITYBIKE_P","Xe phổ thông",4.0,1616111.0,6464444.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000225002015000","Xe đạp Thống Nhất New 26 Café/nâu","Café/nâu","Xe New 26","CITYBIKE_P","Xe phổ thông",4.0,1616111.0,6464444.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000331002001000","Xe đạp Thống Nhất MTB 26-02 đen","đen","","","",1.0,1799444.0,1799444.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000331002008000","Xe đạp Thống Nhất MTB 26-02 Ghi","Ghi","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",1.0,1799444.0,1799444.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000225002024000","Xe đạp Thống Nhất New 26 Tím","Tím","Xe New 26","CITYBIKE_P","Xe phổ thông",3.0,1616111.0,4848333.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000125002002000","Xe đạp Thống Nhất Puppy 20 Trắng","Trắng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",3.0,1310555.0,3931665.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000125002013000","Xe đạp Thống Nhất Puppy 20 Xanh","Xanh","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",1.0,1310555.0,1310555.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000217002007000","Xe đạp Thống Nhất GN 06-26 Coban","Coban","Xe GN 06-26","CITYBIKE_P","Xe phổ thông",2.0,1469444.0,2938888.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","000230002009000","Xe đạp Thống Nhất LD 26 Pastel Hồng","Hồng","","","",2.0,1799444.0,3598888.0
"BH26.0944","2026-03-01",2026,3,1,"","","","","1000240020090000","Xe đạp Thống Nhất TE Bunny 16 Hồng","Hồng","Xe Bunny 16","KIDBIKE_2","Xe trẻ em nhóm 2",1.0,943888.0,943888.0
