"product_code","product_name","color","line_name","group_code","group_name","revenue","quantity","n_orders","n_customers","rev_2025","qty_2025","rev_2026","qty_2026","rev_2026_ann","yoy_rev_pct","avg_unit_price","revenue_rank","pareto_cum_pct","pareto_class","rev_share_in_group_pct","bcg_quadrant"
"000331002004000","Xe đạp Thống Nhất MTB 26-02 Đỏ tươi","Đỏ tươi","Xe MTB 26 02","CITYBIKE_P","Xe phổ thông",439077443.0,275.0,155,111,141540278.0,104.0,297537165.0,171.0,1190148660.0,740.86,1596645.0,56,83.52,"B",0.75,"Dấu hỏi"
"000225002024000","Xe đạp Thống Nhất New 26 Tím","Tím","Xe New 26","CITYBIKE_P","Xe phổ thông",437398134.0,308.0,139,102,150435924.0,126.0,286962210.0,182.0,1147848840.0,663.02,1420124.0,58,84.59,"B",0.74,"Con chó"
"000330002001000","Xe đạp Thống Nhất MTB 24-03 Đen","Đen","Xe MTB 24-03","CITYBIKE_P","Xe phổ thông",413084716.0,339.0,145,102,413084716.0,339.0,0.0,0.0,0.0,-100.0,1218539.0,59,85.1,"B",0.7,"Con chó"
"000224002004000","Xe đạp Thống Nhất New 24 Đỏ tươi","Đỏ tươi","Xe New 24","CITYBIKE_P","Xe phổ thông",398465720.0,275.0,112,81,186009072.0,132.0,212456648.0,143.0,849826592.0,356.87,1448966.0,60,85.58,"B",0.68,"Con chó"
"000330002002200","Xe đạp Thống Nhất MTB 24-03 Xanh dương","Xanh dương","Xe MTB 24-03","CITYBIKE_P","Xe phổ thông",360348424.0,265.0,136,94,355948424.0,261.0,4400000.0,4.0,17600000.0,-95.06,1359805.0,61,86.03,"B",0.61,"Con chó"
"000401002016002","Xe đạp Thống Nhất Nữ Truyền thống Lốp 2 màu, Ngọc","Ngọc","Xe Nữ","CITYBIKE_P","Xe phổ thông",345344373.0,235.0,37,34,138233333.0,100.0,207111040.0,135.0,828444160.0,499.31,1469551.0,62,86.45,"B",0.59,"Con chó"
"000216002001000","Xe đạp Thống Nhất GN 06-24 Đen","Đen","Xe GN 06-24","CITYBIKE_P","Xe phổ thông",328445340.0,237.0,58,39,118107407.0,92.0,210337933.0,145.0,841351732.0,612.36,1385845.0,64,87.27,"B",0.56,"Con chó"
"000217002003000","Xe đạp Thống Nhất GN 06-26 Đỏ đun","Đỏ đun","Xe GN 06-26","CITYBIKE_P","Xe phổ thông",324234241.0,208.0,81,55,118392592.0,86.0,205841649.0,122.0,823366596.0,595.45,1558818.0,65,87.67,"B",0.55,"Con chó"
"000218002007000","Xe đạp Thống Nhất GN 06-27 Coban","Coban","Xe GN 06-27","CITYBIKE_P","Xe phổ thông",319239322.0,199.0,58,44,210424535.0,134.0,108814787.0,65.0,435259148.0,106.85,1604218.0,66,88.06,"B",0.54,"Con chó"
"000208002007000","Xe đạp Thống Nhất 219-24 Coban","Coban","Xe 219-24","CITYBIKE_P","Xe phổ thông",308430532.0,217.0,50,40,184233332.0,130.0,124197200.0,87.0,496788800.0,169.65,1421339.0,67,88.44,"B",0.52,"Con chó"
"000216003005000","Xe đạp Thống Nhất GN 06-24 2.0 Cam","Cam","Xe GN 06-24 2.0","CITYBIKE_P","Xe phổ thông",284768816.0,198.0,108,82,61200000.0,51.0,223568816.0,147.0,894275264.0,1361.23,1438226.0,70,89.51,"B",0.48,"Dấu hỏi"
"000218002001000","Xe đạp Thống Nhất GN 06-27 Đen","Đen","Xe GN 06-27","CITYBIKE_P","Xe phổ thông",246973016.0,179.0,58,47,145956386.0,113.0,101016630.0,66.0,404066520.0,176.84,1379738.0,76,91.39,"C",0.42,"Con chó"
"000218003008000","Xe đạp Thống Nhất GN 06-27 2.0 Ghi","Ghi","Xe GN 06-27 2.0","CITYBIKE_P","Xe phổ thông",150251388.0,117.0,44,35,150251388.0,117.0,0.0,0.0,0.0,-100.0,1284200.0,93,95.31,"C",0.26,"Con chó"
"000218003001000","Xe đạp Thống Nhất GN 06-27 2.0 Đen","Đen","Xe GN 06-27 2.0","CITYBIKE_P","Xe phổ thông",89285092.0,70.0,30,28,89285092.0,70.0,0.0,0.0,0.0,-100.0,1275501.0,107,97.43,"C",0.15,"Con chó"
"000218002003000","Xe đạp Thống Nhất GN 06-27 Đỏ đun","Đỏ đun","Xe GN 06-27","CITYBIKE_P","Xe phổ thông",85001380.0,67.0,23,20,60498611.0,51.0,24502769.0,16.0,98011076.0,62.01,1268677.0,110,97.74,"C",0.14,"Con chó"
"000227002014000","Xe đạp Thống Nhất LD 24-02 Xanh Santorini","Xanh Santorini","Xe LD 24-02","CITYBIKE_P","Xe phổ thông",71369813.0,39.0,13,3,71369813.0,39.0,0.0,0.0,0.0,-100.0,1829995.0,112,97.93,"C",0.12,"Con chó"
"000225002007001","Xe đạp Thống Nhất New 26 Xanh DA HP","HP","Xe New 26","CITYBIKE_P","Xe phổ thông",68611111.0,38.0,1,1,0.0,0.0,68611111.0,38.0,274444444.0,"",1805556.0,115,98.19,"C",0.12,"Con chó"
"000225002002001","Xe đạp Thống Nhất New 26 Trắng DA HP","HP","Xe New 26","CITYBIKE_P","Xe phổ thông",68611111.0,38.0,1,1,0.0,0.0,68611111.0,38.0,274444444.0,"",1805556.0,116,98.27,"C",0.12,"Con chó"
"000225002004001","Xe đạp Thống Nhất New 26 màu đỏ DA HP","HP","Xe New 26","CITYBIKE_P","Xe phổ thông",66805555.0,37.0,1,1,0.0,0.0,66805555.0,37.0,267222220.0,"",1805556.0,119,98.52,"C",0.11,"Con chó"
"000225002015001","Xe đạp Thống Nhất New 26 Café/nâu DA HP","HP","Xe New 26","CITYBIKE_P","Xe phổ thông",66805555.0,37.0,1,1,0.0,0.0,66805555.0,37.0,267222220.0,"",1805556.0,120,98.6,"C",0.11,"Con chó"
"000218003005000","Xe đạp Thống Nhất GN 06-27 2.0 Cam","Cam","Xe GN 06-27 2.0","CITYBIKE_P","Xe phổ thông",66425092.0,52.0,12,9,66425092.0,52.0,0.0,0.0,0.0,-100.0,1277406.0,122,98.76,"C",0.11,"Con chó"
"000216002003000","Xe đạp Thống Nhất GN 06-24 Đỏ đun","Đỏ đun","Xe GN 06-24","CITYBIKE_P","Xe phổ thông",66275453.0,48.0,19,17,20011574.0,15.0,46263879.0,33.0,185055516.0,824.74,1380739.0,123,98.84,"C",0.11,"Dấu hỏi"
"000490002004000","Xe đạp đôi Thống Nhất 26 Đỏ tươi","Đỏ tươi","Xe đạp đôi 26","CITYBIKE_P","Xe phổ thông",18198611.0,12.0,7,7,18198611.0,12.0,0.0,0.0,0.0,-100.0,1516551.0,144,99.8,"C",0.03,"Con chó"
"000490002007000","Xe đạp đôi Thống Nhất 26 Coban","Coban","Xe đạp đôi 26","CITYBIKE_P","Xe phổ thông",16797222.0,10.0,6,6,16797222.0,10.0,0.0,0.0,0.0,-100.0,1679722.0,146,99.84,"C",0.03,"Con chó"
"000490002009000","Xe đạp đôi Thống Nhất 26 Hồng","Hồng","Xe đạp đôi 26","CITYBIKE_P","Xe phổ thông",14000000.0,10.0,6,5,14000000.0,10.0,0.0,0.0,0.0,-100.0,1400000.0,149,99.89,"C",0.02,"Con chó"
"000230002001000","Xe đạp Thống Nhất M 27-01 Đen","Đen","Xe M 27-01","CITYBIKE_P","Xe phổ thông",3750000.0,3.0,1,1,3750000.0,3.0,0.0,0.0,0.0,-100.0,1250000.0,159,99.99,"C",0.01,"Con chó"
"000230002027000","Xe đạp Thống Nhất M 27-01 Xanh nước biển","Xanh nước biển","Xe M 27-01","CITYBIKE_P","Xe phổ thông",2500000.0,2.0,1,1,2500000.0,2.0,0.0,0.0,0.0,-100.0,1250000.0,160,100.0,"C",0.0,"Con chó"
"000125002009000","Xe đạp Thống Nhất Puppy 20 Hồng","Hồng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",2436281822.0,1946.0,576,297,543273886.0,466.0,1893007936.0,1480.0,7572031744.0,1293.78,1251943.0,8,32.04,"A",20.89,"Ngôi sao"
"000131002001002","Xe đạp Thống Nhất GN 06 20 2024 Đen","Đen","Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1",1286186239.0,1082.0,353,210,331980091.0,273.0,954206148.0,809.0,3816824592.0,1049.71,1188712.0,17,50.08,"A",11.03,"Ngôi sao"
"000125002023000","Xe đạp Thống Nhất Puppy 20 Kem","Kem","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",1250189724.0,1045.0,400,268,343298046.0,322.0,906891678.0,723.0,3627566712.0,956.68,1196354.0,19,53.16,"A",10.72,"Ngôi sao"
"000125002013000","Xe đạp Thống Nhất Puppy 20 Xanh","Xanh","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",907881280.0,753.0,314,202,242743880.0,227.0,665137400.0,526.0,2660549600.0,996.03,1205686.0,25,61.35,"A",7.79,"Ngôi sao"
"000131002008001","Xe đạp Thống Nhất GN 06 20 2024 Ghi","Ghi","Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1",889609104.0,751.0,286,178,255579165.0,213.0,634029939.0,538.0,2536119756.0,892.3,1184566.0,26,62.43,"A",7.63,"Ngôi sao"
"000125002002000","Xe đạp Thống Nhất Puppy 20 Trắng","Trắng","Xe Puppy 20","KIDBIKE_1","Xe trẻ em nhóm 1",613717935.0,513.0,233,147,174471660.0,163.0,439246275.0,350.0,1756985100.0,907.03,1196331.0,35,70.52,"B",5.26,"Ngôi sao"
"000334002013000","Xe đạp Thống Nhất Super 20 Xanh","Xanh","Xe TE Super 20","KIDBIKE_1","Xe trẻ em nhóm 1",612918353.0,356.0,118,59,240786944.0,149.0,372131409.0,207.0,1488525636.0,518.19,1721681.0,36,71.27,"B",5.26,"Ngôi sao"
"000131002019002","Xe đạp Thống Nhất GN 06 20 2024 Vàng","Vàng","Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1",488824071.0,414.0,187,130,130347685.0,110.0,358476386.0,304.0,1433905544.0,1000.06,1180734.0,46,77.85,"B",4.19,"Ngôi sao"
"000305002022000","Xe đạp Thống Nhất MTB 20-05 Xanh dương","Xanh dương","Xe MTB 20-05","KIDBIKE_1","Xe trẻ em nhóm 1",481958334.0,342.0,76,55,481958334.0,342.0,0.0,0.0,0.0,-100.0,1409235.0,48,79.04,"B",4.13,"Bò sữa"
"000131002004005","Xe đạp Thống Nhất GN 06 20 2024 Đỏ","Đỏ","Xe GN 06 20 2024","KIDBIKE_1","Xe trẻ em nhóm 1",444561778.0,377.0,176,120,135743055.0,115.0,308818723.0,262.0,1235274892.0,810.01,1179209.0,54,82.44,"B",3.81,"Ngôi sao"
"000334002001000","Xe đạp Thống Nhất Super 20 Đen","Đen","Xe TE Super 20","KIDBIKE_1","Xe trẻ em nhóm 1",344517122.0,235.0,112,74,94380000.0,78.0,250137122.0,157.0,1000548488.0,960.13,1466030.0,63,86.87,"B",2.95,"Ngôi sao"
"000334002004000","Xe đạp Thống Nhất Super 20 Đỏ","Đỏ","Xe TE Super 20","KIDBIKE_1","Xe trẻ em nhóm 1",252732717.0,179.0,96,68,94380000.0,78.0,158352717.0,101.0,633410868.0,571.13,1411915.0,73,90.48,"C",2.17,"Ngôi sao"
"000122002009000","Xe đạp Thống Nhất Neo 20-02 Hồng","Hồng","Xe Neo 20-02","KIDBIKE_1","Xe trẻ em nhóm 1",248198319.0,229.0,44,33,117600000.0,112.0,130598319.0,117.0,522393276.0,344.21,1083835.0,75,91.09,"C",2.13,"Ngôi sao"
"000305002001000","Xe đạp Thống Nhất MTB 20-05 Đen","Đen","Xe MTB 20-05","KIDBIKE_1","Xe trẻ em nhóm 1",227133329.0,214.0,83,63,227133329.0,214.0,0.0,0.0,0.0,-100.0,1061371.0,77,91.67,"C",1.95,"Bò sữa"
"000123002009000","Xe đạp Thống Nhất Neo 20-03 Hồng","Hồng","Xe Neo 20-03","KIDBIKE_1","Xe trẻ em nhóm 1",168669723.0,113.0,23,5,31929723.0,27.0,136740000.0,86.0,546960000.0,1613.01,1492652.0,88,94.33,"C",1.45,"Ngôi sao"
"000122002022000","Xe đạp Thống Nhất Bubbles 20 Xanh","Xanh","Xe Neo 20-02 Bubble","KIDBIKE_1","Xe trẻ em nhóm 1",148384689.0,119.0,58,25,0.0,0.0,148384689.0,119.0,593538756.0,"",1246930.0,94,95.49,"C",1.27,"Bò sữa"
"000122002004000","Xe đạp Thống Nhất Neo 20-02 Đỏ tươi","Đỏ tươi","Xe Neo 20-02","KIDBIKE_1","Xe trẻ em nhóm 1",141080553.0,121.0,21,16,121080555.0,103.0,19999998.0,18.0,79999992.0,-33.93,1165955.0,98,96.19,"C",1.21,"Con chó"
"000122002019000","Xe đạp Thống Nhất Bubbles 20 Vàng chanh","chanh","Xe Neo 20-02 Bubble","KIDBIKE_1","Xe trẻ em nhóm 1",112786083.0,90.0,46,20,0.0,0.0,112786083.0,90.0,451144332.0,"",1253179.0,103,96.95,"C",0.97,"Con chó"
"000122002007000","Xe đạp Thống Nhất Neo 20-02 Coban","Coban","Xe Neo 20-02","KIDBIKE_1","Xe trẻ em nhóm 1",100105553.0,94.0,23,17,74550000.0,71.0,25555553.0,23.0,102222212.0,37.12,1064953.0,105,97.2,"C",0.86,"Con chó"
"000124002009000","Xe đạp Thống Nhất Neo 2004 Hồng","Hồng","Xe Neo 2004","KIDBIKE_1","Xe trẻ em nhóm 1",81423044.0,63.0,29,22,40928611.0,30.0,40494433.0,33.0,161977732.0,295.76,1292429.0,111,97.84,"C",0.7,"Dấu hỏi"
"000124002024000","Xe đạp Thống Nhất Neo 2004 Tím","Tím","Xe Neo 2004","KIDBIKE_1","Xe trẻ em nhóm 1",67438054.0,58.0,21,15,38549168.0,32.0,28888886.0,26.0,115555544.0,199.76,1162725.0,118,98.44,"C",0.58,"Con chó"
"000122002002000","Xe đạp Thống Nhất Neo 20-02 Trắng","Trắng","Xe Neo 20-02","KIDBIKE_1","Xe trẻ em nhóm 1",64050000.0,61.0,9,6,64050000.0,61.0,0.0,0.0,0.0,-100.0,1050000.0,124,98.92,"C",0.55,"Con chó"
"000304002004000","Xe đạp Thống Nhất MTB 20-04 Tem đỏ","Tem đỏ","Xe MTB 20-04","KIDBIKE_1","Xe trẻ em nhóm 1",59798606.0,37.0,6,3,59798606.0,37.0,0.0,0.0,0.0,-100.0,1616179.0,126,99.07,"C",0.51,"Con chó"
"000124002004000","Xe đạp Thống Nhất Neo 2004 Đỏ tươi","Đỏ tươi","Xe Neo 2004","KIDBIKE_1","Xe trẻ em nhóm 1",57779997.0,42.0,7,5,1050000.0,1.0,56729997.0,41.0,226919988.0,21511.43,1375714.0,128,99.22,"C",0.5,"Dấu hỏi"
"000304002019000","Xe đạp Thống Nhất MTB 20-04 Tem Vàng","Vàng","Xe MTB 20-04","KIDBIKE_1","Xe trẻ em nhóm 1",46074070.0,30.0,2,2,46074070.0,30.0,0.0,0.0,0.0,-100.0,1535802.0,129,99.27,"C",0.4,"Con chó"
"000131002007000","Xe đạp Thống Nhất GN 06 20 Coban","Coban","Xe GN 06 20","KIDBIKE_1","Xe trẻ em nhóm 1",36427500.0,29.0,5,4,36427500.0,29.0,0.0,0.0,0.0,-100.0,1256121.0,133,99.48,"C",0.31,"Con chó"
"000304002005000","Xe đạp Thống Nhất MTB 20-04 Tem cam","Tem cam","Xe MTB 20-04","KIDBIKE_1","Xe trẻ em nhóm 1",24300000.0,22.0,2,2,22000000.0,20.0,2300000.0,2.0,9200000.0,-58.18,1104545.0,137,99.61,"C",0.21,"Con chó"
"000123002004000","Xe đạp Thống Nhất Neo 20-03 Đỏ tươi","Đỏ tươi","Xe Neo 20-03","KIDBIKE_1","Xe trẻ em nhóm 1",23100000.0,22.0,3,3,23100000.0,22.0,0.0,0.0,0.0,-100.0,1050000.0,140,99.7,"C",0.2,"Con chó"
"000123002002000","Xe đạp Thống Nhất Neo 20-03 Trắng","Trắng","Xe Neo 20-03","KIDBIKE_1","Xe trẻ em nhóm 1",21000000.0,20.0,1,1,21000000.0,20.0,0.0,0.0,0.0,-100.0,1050000.0,142,99.75,"C",0.18,"Con chó"
"000114002000000","Xe đạp Thống Nhất TE 16-04","16-04","Xe TE 16-04","KIDBIKE_1","Xe trẻ em nhóm 1",12520000.0,13.0,5,4,9000000.0,9.0,3520000.0,4.0,14080000.0,56.44,963077.0,151,99.93,"C",0.11,"Con chó"
"000304002020000","Xe đạp Thống Nhất MTB 20-04 Tem Xanh da trời","trời","Xe MTB 20-04","KIDBIKE_1","Xe trẻ em nhóm 1",5881944.0,3.0,1,1,5881944.0,3.0,0.0,0.0,0.0,-100.0,1960648.0,155,99.97,"C",0.05,"Con chó"
